country_m49,country_alpha3,country_name,series_code,goal,applicability,expected_cadence_years,latest_year,observed_years,recent_completeness,staleness,regularity,has_aggregate_slice,disaggregation,nature_counts,global_scarcity,measurement_priority_v1,score_components
196,CYP,Cyprus,VC_DSR_AFFCT,1,universal,1,2023,2015;2016;2018;2021;2023,0.4,0.6667,0.7388,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 15}",0.9741,62.19,"{""completeness_deficit"": 0.6, ""global_scarcity"": 0.9741, ""population_percentile"": 0.21875, ""staleness"": 0.6667}"
748,SWZ,Eswatini,SL_EMP_EARN,8,universal,1,2023,2016;2021;2023,0.4,0.6667,0.7,False,"{""age"": false, ""location"": false, ""sex"": true}","{""country"": 94}",0.9896,62.19,"{""completeness_deficit"": 0.6, ""global_scarcity"": 0.9896, ""population_percentile"": 0.203125, ""staleness"": 0.6667}"
422,LBN,Lebanon,SI_COV_BENFTS,1,universal,2,2022,2019;2022,0.3333,0.5,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 2}",0.9896,62.19,"{""completeness_deficit"": 0.6667, ""global_scarcity"": 0.9896, ""population_percentile"": 0.411458, ""staleness"": 0.5}"
616,POL,Poland,EN_WWT_WWDS,6,universal,1,2024,2020;2022;2024,0.4,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 3}",1.0,62.19,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.776042, ""staleness"": 0.3333}"
616,POL,Poland,ER_REG_UNFCIM,14,universal,1,2024,2018;2020;2022;2024,0.4,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 4}",1.0,62.19,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.776042, ""staleness"": 0.3333}"
616,POL,Poland,FB_BNK_ACCSS,8,universal,1,2024,2017;2021;2024,0.4,0.3333,0.875,False,"{""age"": true, ""location"": true, ""sex"": true}","{""global_monitoring"": 29}",1.0,62.19,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.776042, ""staleness"": 0.3333}"
616,POL,Poland,SG_LGL_GENEQEMP,5,universal,1,2024,2020;2022;2024,0.4,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 3}",1.0,62.19,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.776042, ""staleness"": 0.3333}"
616,POL,Poland,VC_ARM_SZTRACE,16,universal,1,2024,2020;2021;2024,0.4,0.3333,0.6667,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 3}",1.0,62.19,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.776042, ""staleness"": 0.3333}"
688,SRB,Serbia,DT_TDS_DECT,17,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 9}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,EG_EGY_PRIM,7,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 9}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,EG_FEC_RNEW,7,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 9}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,EN_ATM_CO2,9,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 18}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,EN_ATM_PM25,11,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": true, ""sex"": false}","{""estimated"": 45}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,ER_H2O_STRESS,6,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 9, ""estimated"": 27}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,ER_H2O_WUEYST,6,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 35, ""estimated"": 1}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,GB_XPD_CULNAT_PB,11,universal,1,2023,2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 12}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,NV_IND_TECH,9,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 9}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,SG_STT_CAPTY,17,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 9}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,SH_ACS_UNHC_25,3,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 9}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,SH_MED_DEN,3,universal,1,2023,2015;2016;2017;2018;2020;2021;2022;2023,0.6,0.6667,0.7656,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 31}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,SH_STA_ANEM,2,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""modeled"": 9}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,SH_STA_BRTC,3,universal,1,2023,2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 5}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,SH_STA_MORT,3,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""modeled"": 9}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
688,SRB,Serbia,ST_EMP_TRSMN,8,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 9}",1.0,62.19,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.442708, ""staleness"": 0.6667}"
752,SWE,Sweden,FC_ACC_SSID,9,universal,1,2024,2020;2024,0.2,0.3333,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 2}",1.0,62.19,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.526042, ""staleness"": 0.3333}"
752,SWE,Sweden,IC_FRM_BRIB,16,universal,1,2024,2020;2024,0.2,0.3333,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 2}",1.0,62.19,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.526042, ""staleness"": 0.3333}"
752,SWE,Sweden,SG_SCP_POLINS,12,universal,1,2024,2024,0.2,0.3333,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 4}",1.0,62.19,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.526042, ""staleness"": 0.3333}"
752,SWE,Sweden,SH_PRV_SMOK,3,universal,1,2024,2015;2020;2024,0.2,0.3333,0.9,False,"{""age"": false, ""location"": false, ""sex"": true}","{""estimated"": 9}",1.0,62.19,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.526042, ""staleness"": 0.3333}"
408,PRK,"Korea, Democratic People's Republic of",SG_REG_CENSUSN,17,universal,5,2019,2019,0.0,0.4,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",0.4456,62.18,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.4456, ""population_percentile"": 0.713542, ""staleness"": 0.4}"
492,MCO,Monaco,AG_PRD_FIESMS,2,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.0829,62.18,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.0829, ""population_percentile"": 0.026042, ""staleness"": 1.0}"
585,PLW,Palau,SL_EMP_PCAP,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.0984,62.18,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.0984, ""population_percentile"": 0.010417, ""staleness"": 1.0}"
818,EGY,Egypt,SI_POV_NAHC,1,universal,3,2021,2021,0.5,0.4444,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 1}",0.7668,62.14,"{""completeness_deficit"": 0.5, ""global_scarcity"": 0.7668, ""population_percentile"": 0.9375, ""staleness"": 0.4444}"
226,GNQ,Equatorial Guinea,SG_REG_CENSUSN,17,universal,5,2015,2015,0.0,0.6667,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",0.4456,62.14,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.4456, ""population_percentile"": 0.244792, ""staleness"": 0.6667}"
466,MLI,Mali,SI_HEI_TOTL,10,universal,3,2021,2021,0.5,0.4444,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 2}",1.0,62.12,"{""completeness_deficit"": 0.5, ""global_scarcity"": 1.0, ""population_percentile"": 0.703125, ""staleness"": 0.4444}"
148,TCD,Chad,SD_XPD_ESED,1,universal,1,2023,2017;2019;2020;2021;2022;2023,0.6,0.6667,0.75,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 5, ""estimated"": 1}",0.7617,62.11,"{""completeness_deficit"": 0.4, ""global_scarcity"": 0.7617, ""population_percentile"": 0.677083, ""staleness"": 0.6667}"
178,COG,Congo,DT_TDS_DECT,17,universal,1,2023,2015;2016;2019;2020;2021;2022;2023,0.6,0.6667,0.6414,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 7}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,EG_EGY_PRIM,7,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 9}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,EG_FEC_RNEW,7,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 9}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,EN_ATM_CO2,9,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 18}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,EN_ATM_PM25,11,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": true, ""sex"": false}","{""estimated"": 45}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,ER_H2O_STRESS,6,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 36}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,ER_H2O_WUEYST,6,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 36}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,IT_MOB_2GNTWK,9,universal,1,2023,2015;2016;2017;2019;2020;2021;2022;2023,0.6,0.6667,0.7656,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 7, ""estimated"": 1}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,IT_NET_BBND,17,universal,1,2023,2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 8}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,SG_STT_CAPTY,17,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 9}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,SH_ACS_UNHC_25,3,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 9}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,SH_STA_ANEM,2,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""modeled"": 9}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
178,COG,Congo,SH_STA_MORT,3,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""modeled"": 9}",1.0,62.08,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.4375, ""staleness"": 0.6667}"
300,GRC,Greece,SH_PRV_SMOK,3,universal,1,2024,2015;2020;2024,0.2,0.3333,0.9,False,"{""age"": false, ""location"": false, ""sex"": true}","{""estimated"": 9}",1.0,62.08,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.520833, ""staleness"": 0.3333}"
458,MYS,Malaysia,EN_WWT_WWDS,6,universal,1,2024,2020;2022;2024,0.4,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 3}",1.0,62.08,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.770833, ""staleness"": 0.3333}"
458,MYS,Malaysia,ER_REG_UNFCIM,14,universal,1,2024,2018;2020;2022;2024,0.4,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 3, ""unavailable"": 1}",1.0,62.08,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.770833, ""staleness"": 0.3333}"
458,MYS,Malaysia,FB_BNK_ACCSS,8,universal,1,2024,2017;2021;2024,0.4,0.3333,0.875,False,"{""age"": true, ""location"": true, ""sex"": true}","{""global_monitoring"": 29}",1.0,62.08,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.770833, ""staleness"": 0.3333}"
458,MYS,Malaysia,SG_LGL_GENEQEMP,5,universal,1,2024,2018;2020;2022;2024,0.4,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 4}",1.0,62.08,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.770833, ""staleness"": 0.3333}"
438,LIE,Liechtenstein,ER_GRF_ANIMKPT_TRB,2,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.0725,62.07,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.0725, ""population_percentile"": 0.03125, ""staleness"": 1.0}"
438,LIE,Liechtenstein,ER_NOEX_TRBBREDN,2,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.0725,62.07,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.0725, ""population_percentile"": 0.03125, ""staleness"": 1.0}"
584,MHL,Marshall Islands,AG_PRD_FIESMS,2,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.0829,62.07,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.0829, ""population_percentile"": 0.020833, ""staleness"": 1.0}"
520,NRU,Nauru,SL_EMP_PCAP,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.0984,62.07,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.0984, ""population_percentile"": 0.005208, ""staleness"": 1.0}"
854,BFA,Burkina Faso,SI_HEI_TOTL,10,universal,3,2021,2021,0.5,0.4444,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 2}",1.0,62.01,"{""completeness_deficit"": 0.5, ""global_scarcity"": 1.0, ""population_percentile"": 0.697917, ""staleness"": 0.4444}"
203,CZE,Czechia,SE_ACS_CMPTR,4,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 32, ""estimated"": 2}",0.886,61.99,"{""completeness_deficit"": 0.4, ""global_scarcity"": 0.886, ""population_percentile"": 0.546875, ""staleness"": 0.6667}"
268,GEO,Georgia,VC_VOV_GDSD,10,universal,5,2018,2018,0.0,0.4667,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 352}",0.6891,61.99,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.6891, ""population_percentile"": 0.34375, ""staleness"": 0.4667}"
798,TUV,Tuvalu,GF_XPD_GBPC,16,universal,1,2023,2023,0.2,0.6667,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",0.9326,61.99,"{""completeness_deficit"": 0.8, ""global_scarcity"": 0.9326, ""population_percentile"": 0.0, ""staleness"": 0.6667}"
31,AZE,Azerbaijan,FC_ACC_SSID,9,universal,1,2024,2019;2024,0.2,0.3333,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 2}",1.0,61.98,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.515625, ""staleness"": 0.3333}"
31,AZE,Azerbaijan,IC_FRM_BRIB,16,universal,1,2024,2019;2024,0.2,0.3333,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 2}",1.0,61.98,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.515625, ""staleness"": 0.3333}"
31,AZE,Azerbaijan,SH_PRV_SMOK,3,universal,1,2024,2015;2020;2024,0.2,0.3333,0.9,False,"{""age"": false, ""location"": false, ""sex"": true}","{""estimated"": 9}",1.0,61.98,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.515625, ""staleness"": 0.3333}"
100,BGR,Bulgaria,EG_EGY_PRIM,7,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,EG_FEC_RNEW,7,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,EN_ATM_CO2,9,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 18}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,EN_ATM_PM25,11,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": true, ""sex"": false}","{""estimated"": 45}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,ER_H2O_STRESS,6,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 9, ""estimated"": 27}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,ER_H2O_WUEYST,6,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 36}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,GB_POP_SCIERD,9,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,GB_XPD_RSDV,9,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,GC_GOB_TAXD,17,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,GR_G14_GDP,17,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,NV_IND_TECH,9,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,SG_STT_CAPTY,17,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""unavailable"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,SH_ACS_UNHC_25,3,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,SH_OOP_XPD_EARNNET40,3,universal,1,2023,2015;2016;2017;2018;2019;2021;2022;2023,0.6,0.6667,0.7656,True,"{""age"": true, ""location"": true, ""sex"": true}","{""global_monitoring"": 116}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,SH_STA_ANEM,2,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""modeled"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,SH_STA_MORT,3,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""modeled"": 9}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
100,BGR,Bulgaria,SL_EMP_FTLINJUR,8,universal,1,2023,2015;2016;2017;2018;2019;2020;2021;2022;2023,0.6,0.6667,1.0,False,"{""age"": false, ""location"": false, ""sex"": true}","{""country"": 27}",1.0,61.98,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.432292, ""staleness"": 0.6667}"
